kota_kabupaten_id,nama,url
1101,Kabupaten Aceh Selatan,https://acehselatankab.go.id
1102,Kabupaten Aceh Tenggara,https://acehtenggarakab.go.id
1103,Kabupaten Aceh Timur,https://acehtimurkab.go.id
1104,Kabupaten Aceh Tengah,https://acehtengahkab.go.id
1105,Kabupaten Aceh Barat,https://acehbaratkab.go.id
1106,Kabupaten Aceh Besar,https://acehbesarkab.go.id
1107,Kabupaten Pidie,https://pidiekab.go.id
1108,Kabupaten Aceh Utara,https://acehutara.go.id
1109,Kabupaten Simeulue,https://simeuluekab.go.id
1110,Kabupaten Aceh Singkil,https://acehsingkilkab.go.id
1111,Kabupaten Bireuen,https://bireuenkab.go.id
1112,Kabupaten Aceh Barat Daya,https://acehbaratdayakab.go.id
1113,Kabupaten Gayo Lues,https://gayolueskab.go.id
1114,Kabupaten Aceh Jaya,https://acehjayakab.go.id
1115,Kabupaten Nagan Raya,https://naganrayakab.go.id
1116,Kabupaten Aceh Tamiang,https://acehtamiangkab.go.id
1117,Kabupaten Bener Meriah,https://benermeriahkab.go.id
1118,Kabupaten Pidie Jaya,https://pidiejayakab.go.id
1171,Kota Banda Aceh,https://bandaacehkota.go.id
1172,Kota Sabang,https://sabangkota.go.id
1173,Kota Lhokseumawe,https://lhokseumawekota.go.id
1174,Kota Langsa,https://langsakota.go.id
1175,Kota Subulussalam,https://subulussalamkota.go.id
1201,Kabupaten Tapanuli Tengah,https://tapteng.go.id/
1202,Kabupaten Tapanuli Utara,https://www.taputkab.go.id/
1203,Kabupaten Tapanuli Selatan,https://www.tapselkab.go.id/
1204,Kabupaten Nias,https://niaskab.go.id
1205,Kabupaten Langkat,https://langkatkab.go.id
1206,Kabupaten Karo,https://karokab.go.id
1207,Kabupaten Deli Serdang,https://deliserdangkab.go.id
1208,Kabupaten Simalungun,https://simalungunkab.go.id
1209,Kabupaten Asahan,https://asahankab.go.id
1210,Kabupaten Labuhanbatu,https://labuhanbatukab.go.id
1211,Kabupaten Dairi,https://dairikab.go.id
1212,Kabupaten Toba,https://tobakab.go.id
1213,Kabupaten Mandailing Natal,https://madina.go.id/
1214,Kabupaten Nias Selatan,https://niasselatankab.go.id
1215,Kabupaten Pakpak Bharat,https://pakpakbharatkab.go.id
1216,Kabupaten Humbang Hasundutan,https://humbanghasundutankab.go.id
1217,Kabupaten Samosir,https://samosirkab.go.id
1218,Kabupaten Serdang Bedagai,https://serdangbedagaikab.go.id
1219,Kabupaten Batu Bara,https://batubarakab.go.id
1220,Kabupaten Padang Lawas Utara,https://padanglawasutarakab.go.id/landing
1221,Kabupaten Padang Lawas,https://padanglawaskab.go.id/i
1222,Kabupaten Labuhanbatu Selatan,https://labuhanbatuselatankab.go.id
1223,Kabupaten Labuhanbatu Utara,https://labura.go.id/
1224,Kabupaten Nias Utara,https://niasutarakab.go.id
1225,Kabupaten Nias Barat,https://niasbaratkab.go.id
1271,Kota Medan,https://portal.medan.go.id
1272,Kota Pematangsiantar,https://pematangsiantar.go.id
1273,Kota Sibolga,https://sibolgakota.go.id
1274,Kota Tanjungbalai,https://tanjungbalaikota.go.id/
1275,Kota Binjai,https://binjaikota.go.id
1276,Kota Tebing Tinggi,https://tebingtinggikota.go.id
1277,Kota Padangsidimpuan,https://padangsidimpuankota.go.id
1278,Kota Gunungsitoli,https://gunungsitolikota.go.id
1301,Kabupaten Pesisir Selatan,https://pesisirselatan.go.id
1302,Kabupaten Solok,https://solokkab.go.id
1303,Kabupaten Sijunjung,https://sijunjung.go.id/
1304,Kabupaten Tanah Datar,https://tanahdatar.go.id
1305,Kabupaten Padang Pariaman,https://padangpariamankab.go.id
1306,Kabupaten Agam,https://agamkab.go.id
1307,Kabupaten Lima Puluh Kota,https://limapuluhkotakab.go.id
1308,Kabupaten Pasaman,https://pasamankab.go.id
1309,Kabupaten Kepulauan Mentawai,https://mentawaikab.go.id/
1310,Kabupaten Dharmasraya,https://dharmasrayakab.go.id/
1311,Kabupaten Solok Selatan,https://www.solselkab.go.id/
1312,Kabupaten Pasaman Barat,https://pasamanbaratkab.go.id/
1371,Kota Padang,https://padang.go.id
1372,Kota Solok,https://solokkota.go.id
1373,Kota Sawahlunto,https://sawahluntokota.go.id
1374,Kota Padang Panjang,https://padangpanjang.go.id
1375,Kota Bukittinggi,https://bukittinggikota.go.id
1376,Kota Payakumbuh,https://payakumbuhkota.go.id
1377,Kota Pariaman,https://pariamankota.go.id
1401,Kabupaten Kampar,https://kamparkab.go.id
1402,Kabupaten Indragiri Hulu,https://website.inhukab.go.id/
1403,Kabupaten Bengkalis,https://bengkaliskab.go.id
1404,Kabupaten Indragiri Hilir,https://www.inhilkab.go.id/
1405,Kabupaten Pelalawan,https://pelalawankab.go.id
1406,Kabupaten Rokan Hulu,https://rokanhulukab.go.id
1407,Kabupaten Rokan Hilir,https://www.rohilkab.go.id/
1408,Kabupaten Siak,https://siakkab.go.id/
1409,Kabupaten Kuantan Singingi,https://kuansing.go.id/
1410,Kabupaten Kepulauan Meranti,https://merantikab.go.id/
1471,Kota Pekanbaru,https://pekanbaru.go.id
1472,Kota Dumai,https://dumaikota.go.id
1501,Kabupaten Kerinci,https://kerincikab.go.id/beranda
1502,Kabupaten Merangin,https://meranginkab.go.id
1503,Kabupaten Sarolangun,https://sarolangunkab.go.id
1504,Kabupaten Batanghari,https://batangharikab.go.id
1505,Kabupaten Muaro Jambi,https://muarojambikab.go.id/
1506,Kabupaten Tanjung Jabung Barat,https://tanjabbarkab.go.id/
1507,Kabupaten Tanjung Jabung Timur,https://tanjabtimkab.go.id/
1508,Kabupaten Bungo,https://bungokab.go.id
1509,Kabupaten Tebo,https://tebokab.go.id
1571,Kota Jambi,https://jambikota.go.id
1572,Kota Sungai Penuh,https://sungaipenuhkota.go.id
1601,Kabupaten Ogan Komering Ulu,https://okukab.go.id/
1602,Kabupaten Ogan Komering Ilir,https://web.kaboki.go.id/
1603,Kabupaten Muara Enim,https://muaraenimkab.go.id
1604,Kabupaten Lahat,https://www.lahatkab.go.id/awal/
1605,Kabupaten Musi Rawas,https://musirawaskab.go.id
1606,Kabupaten Musi Banyuasin,https://www.mubakab.go.id/
1607,Kabupaten Banyuasin,https://banyuasinkab.go.id/
1608,Kabupaten Ogan Komering Ulu Timur,https://okutimurkab.go.id/
1609,Kabupaten Ogan Komering Ulu Selatan,https://okuselatankab.go.id/
1610,Kabupaten Ogan Ilir,https://oganilirkab.go.id
1611,Kabupaten Empat Lawang,https://empatlawangkab.go.id
1612,Kabupaten Penukal Abab Lematang Ilir,
1613,Kabupaten Musi Rawas Utara,
1671,Kota Palembang,https://palembang.go.id
1672,Kota Pagar Alam,https://pagaralamkota.go.id
1673,Kota Lubuk Linggau,https://lubuklinggaukota.go.id
1674,Kota Prabumulih,https://kotaprabumulih.go.id
1701,Kabupaten Bengkulu Selatan,
1702,Kabupaten Rejang Lebong,https://rejanglebongkab.go.id
1703,Kabupaten Bengkulu Utara,https://bengkuluutarakab.go.id
1704,Kabupaten Kaur,https://kaurkab.go.id/
1705,Kabupaten Seluma,https://selumakab.go.id
1706,Kabupaten Mukomuko,https://mukomukokab.go.id
1707,Kabupaten Lebong,https://lebongkab.go.id
1708,Kabupaten Kepahiang,https://kepahiangkab.go.id
1709,Kabupaten Bengkulu Tengah,https://bengkulutengahkab.go.id/
1771,Kota Bengkulu,https://bengkulukota.go.id
1801,Kabupaten Lampung Selatan,https://lampungselatankab.go.id
1802,Kabupaten Lampung Tengah,https://lampungtengahkab.go.id
1803,Kabupaten Lampung Utara,https://lampungutarakab.go.id
1804,Kabupaten Lampung Barat,https://lampungbaratkab.go.id
1805,Kabupaten Tulang Bawang,https://tulangbawangkab.go.id
1806,Kabupaten Tanggamus,https://tanggamus.go.id
1807,Kabupaten Lampung Timur,https://lampungtimurkab.go.id
1808,Kabupaten Way Kanan,https://waykanankab.go.id/
1809,Kabupaten Pesawaran,https://pesawarankab.go.id
1810,Kabupaten Pringsewu,https://pringsewukab.go.id
1811,Kabupaten Mesuji,https://web.mesujikab.go.id
1812,Kabupaten Tulang Bawang Barat,https://tulangbawangbaratkab.go.id
1813,Kabupaten Pesisir Barat,https://pesisirbaratkab.go.id
1871,Kota Bandar Lampung,https://bandarlampung.go.id
1872,Kota Metro,https://metrokota.go.id
1901,Kabupaten Bangka,https://bangka.go.id
1902,Kabupaten Belitung,https://belitung.go.id
